1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.985474	0.985472	0.985464	0.985447	0.985431	0.985414	0.985391	0.985361	0.985329	0.985292	0.985254	0.985213	0.985168	0.985119	0.985068	0.985009	0.984951	0.984892	0.984827	0.984758	0.984689	0.984616	0.984541	0.984461	0.984381	0.984295	0.984211	0.984123	0.984034	0.983943	0.983851	0.983757	0.983663	0.983567	0.983471	0.983373	0.983275	0.983175	0.983078	0.982978	0.982882	0.982784	0.982690	0.982596	0.982503	0.982414	0.982325	0.982240	0.982157	0.982077	0.982000	0.981926	0.981858	0.981792	0.981732	0.981675	0.981625	0.981578	0.981538	0.981503	0.981475	0.981452	0.981436	0.981424	0.981421	0.981421	0.981431	0.981444	0.981467	0.981493	0.981530	0.981567	0.981618	0.981667	0.981731	0.981791	0.981866	0.981936	0.982019	0.982098	0.982187	0.982275	0.982369	0.982462	0.982560	0.982658	0.982759	0.982862	0.982964	0.983068	0.983171	0.983275	0.983379	0.983481	0.983585	0.983685	0.983787	0.983884	0.983982	0.984076	0.984168	0.984258	0.984346	0.984431	0.984515	0.984593	0.984671	0.984744	0.984814	0.984881	0.984946	0.985006	0.985065	0.985118	0.985167	0.985213	0.985256	0.985295	0.985332	0.985364	0.985391	0.985415	0.985437	0.985453	0.985465	0.985471	0.985478	0.985477	
0.970956	0.970944	0.970928	0.970904	0.970866	0.970826	0.970783	0.970728	0.970658	0.970590	0.970511	0.970428	0.970340	0.970243	0.970134	0.970024	0.969906	0.969784	0.969655	0.969521	0.969380	0.969235	0.969082	0.968926	0.968761	0.968596	0.968423	0.968249	0.968069	0.967888	0.967703	0.967516	0.967327	0.967135	0.966940	0.966746	0.966547	0.966352	0.966153	0.965959	0.965763	0.965571	0.965379	0.965191	0.965006	0.964825	0.964648	0.964476	0.964309	0.964149	0.963994	0.963848	0.963708	0.963579	0.963456	0.963345	0.963241	0.963151	0.963068	0.963001	0.962940	0.962897	0.962859	0.962842	0.962828	0.962837	0.962847	0.962884	0.962919	0.962984	0.963043	0.963134	0.963218	0.963336	0.963443	0.963584	0.963712	0.963872	0.964021	0.964195	0.964363	0.964547	0.964730	0.964922	0.965115	0.965315	0.965515	0.965722	0.965927	0.966137	0.966343	0.966552	0.966759	0.966965	0.967170	0.967372	0.967573	0.967770	0.967962	0.968154	0.968338	0.968521	0.968695	0.968867	0.969031	0.969189	0.969342	0.969491	0.969631	0.969769	0.969895	0.970016	0.970131	0.970238	0.970337	0.970432	0.970517	0.970595	0.970665	0.970731	0.970786	0.970836	0.970876	0.970909	0.970931	0.970952	0.970955	0.970958	
0.956439	0.956429	0.956402	0.956359	0.956312	0.956252	0.956182	0.956094	0.956000	0.955894	0.955780	0.955650	0.955516	0.955368	0.955212	0.955045	0.954871	0.954681	0.954488	0.954288	0.954077	0.953858	0.953632	0.953391	0.953151	0.952897	0.952642	0.952376	0.952109	0.951837	0.951560	0.951277	0.950994	0.950701	0.950412	0.950115	0.949821	0.949526	0.949231	0.948937	0.948645	0.948355	0.948068	0.947783	0.947506	0.947231	0.946966	0.946705	0.946455	0.946211	0.945981	0.945759	0.945550	0.945353	0.945170	0.945001	0.944847	0.944708	0.944587	0.944478	0.944393	0.944316	0.944271	0.944228	0.944224	0.944216	0.944255	0.944284	0.944364	0.944431	0.944553	0.944656	0.944817	0.944957	0.945155	0.945329	0.945560	0.945765	0.946023	0.946257	0.946536	0.946796	0.947089	0.947369	0.947670	0.947966	0.948272	0.948579	0.948890	0.949201	0.949515	0.949826	0.950140	0.950449	0.950758	0.951061	0.951364	0.951659	0.951951	0.952235	0.952514	0.952784	0.953049	0.953304	0.953554	0.953791	0.954024	0.954243	0.954457	0.954658	0.954852	0.955032	0.955206	0.955365	0.955516	0.955654	0.955784	0.955900	0.956010	0.956104	0.956189	0.956260	0.956324	0.956371	0.956411	0.956430	0.956448	0.956447	
0.941941	0.941918	0.941883	0.941833	0.941766	0.941687	0.941587	0.941477	0.941348	0.941209	0.941053	0.940887	0.940700	0.940507	0.940295	0.940075	0.939838	0.939593	0.939332	0.939064	0.938779	0.938488	0.938181	0.937868	0.937542	0.937211	0.936863	0.936516	0.936154	0.935791	0.935417	0.935041	0.934657	0.934272	0.933882	0.933491	0.933097	0.932704	0.932307	0.931916	0.931521	0.931135	0.930747	0.930370	0.929996	0.929631	0.929274	0.928928	0.928591	0.928268	0.927957	0.927661	0.927380	0.927117	0.926870	0.926645	0.926433	0.926250	0.926077	0.925942	0.925808	0.925725	0.925635	0.925607	0.925564	0.925592	0.925598	0.925683	0.925741	0.925882	0.925991	0.926185	0.926345	0.926588	0.926796	0.927086	0.927337	0.927668	0.927959	0.928326	0.928652	0.929047	0.929404	0.929815	0.930198	0.930614	0.931016	0.931434	0.931847	0.932267	0.932684	0.933104	0.933520	0.933938	0.934347	0.934756	0.935157	0.935555	0.935941	0.936324	0.936694	0.937058	0.937410	0.937753	0.938082	0.938404	0.938710	0.939008	0.939289	0.939560	0.939815	0.940061	0.940288	0.940504	0.940703	0.940890	0.941060	0.941220	0.941360	0.941490	0.941601	0.941700	0.941779	0.941848	0.941892	0.941931	0.941943	0.941949	
0.927456	0.927425	0.927379	0.927318	0.927238	0.927130	0.927011	0.926869	0.926714	0.926536	0.926344	0.926131	0.925905	0.925654	0.925395	0.925114	0.924822	0.924512	0.924190	0.923848	0.923497	0.923123	0.922745	0.922349	0.921945	0.921525	0.921099	0.920657	0.920212	0.919747	0.919285	0.918807	0.918330	0.917845	0.917358	0.916866	0.916374	0.915876	0.915384	0.914886	0.914398	0.913907	0.913427	0.912949	0.912483	0.912022	0.911576	0.911138	0.910718	0.910308	0.909920	0.909545	0.909194	0.908858	0.908553	0.908257	0.908002	0.907749	0.907553	0.907348	0.907214	0.907063	0.906996	0.906906	0.906906	0.906882	0.906952	0.906994	0.907133	0.907242	0.907448	0.907623	0.907893	0.908130	0.908460	0.908753	0.909138	0.909483	0.909919	0.910308	0.910788	0.911216	0.911731	0.912193	0.912729	0.913217	0.913759	0.914268	0.914805	0.915326	0.915858	0.916380	0.916907	0.917425	0.917944	0.918454	0.918959	0.919454	0.919942	0.920417	0.920886	0.921339	0.921783	0.922210	0.922626	0.923024	0.923412	0.923780	0.924138	0.924473	0.924797	0.925099	0.925386	0.925653	0.925907	0.926138	0.926355	0.926550	0.926729	0.926886	0.927031	0.927150	0.927254	0.927331	0.927400	0.927434	0.927461	0.927465	
0.912987	0.912954	0.912895	0.912819	0.912722	0.912602	0.912445	0.912280	0.912095	0.911886	0.911646	0.911396	0.911116	0.910823	0.910507	0.910176	0.909817	0.909448	0.909056	0.908649	0.908220	0.907780	0.907318	0.906848	0.906354	0.905854	0.905337	0.904811	0.904268	0.903720	0.903154	0.902588	0.902005	0.901426	0.900832	0.900243	0.899644	0.899050	0.898453	0.897859	0.897268	0.896682	0.896098	0.895527	0.894957	0.894408	0.893861	0.893339	0.892823	0.892335	0.891859	0.891412	0.890978	0.890581	0.890191	0.889852	0.889510	0.889237	0.888952	0.888751	0.888533	0.888407	0.888267	0.888217	0.888161	0.888190	0.888219	0.888328	0.888440	0.888628	0.888823	0.889089	0.889360	0.889700	0.890041	0.890452	0.890855	0.891333	0.891789	0.892328	0.892830	0.893423	0.893963	0.894602	0.895173	0.895840	0.896437	0.897110	0.897728	0.898389	0.899018	0.899661	0.900291	0.900921	0.901541	0.902161	0.902765	0.903367	0.903950	0.904527	0.905086	0.905634	0.906164	0.906683	0.907179	0.907665	0.908126	0.908574	0.908997	0.909405	0.909789	0.910157	0.910498	0.910826	0.911125	0.911407	0.911662	0.911902	0.912113	0.912308	0.912473	0.912622	0.912739	0.912844	0.912911	0.912966	0.912992	0.913004	
0.898549	0.898499	0.898435	0.898344	0.898229	0.898080	0.897913	0.897714	0.897496	0.897245	0.896976	0.896675	0.896357	0.896006	0.895642	0.895248	0.894838	0.894400	0.893947	0.893459	0.892965	0.892445	0.891911	0.891354	0.890785	0.890193	0.889593	0.888969	0.888339	0.887690	0.887037	0.886367	0.885695	0.885005	0.884320	0.883620	0.882926	0.882222	0.881526	0.880825	0.880134	0.879441	0.878761	0.878084	0.877423	0.876770	0.876137	0.875516	0.874919	0.874338	0.873786	0.873246	0.872749	0.872252	0.871820	0.871374	0.871016	0.870638	0.870357	0.870065	0.869865	0.869668	0.869554	0.869457	0.869431	0.869435	0.869501	0.869606	0.869763	0.869965	0.870215	0.870509	0.870846	0.871227	0.871647	0.872107	0.872604	0.873133	0.873700	0.874287	0.874921	0.875553	0.876248	0.876915	0.877666	0.878358	0.879151	0.879862	0.880668	0.881396	0.882187	0.882924	0.883684	0.884418	0.885151	0.885870	0.886585	0.887283	0.887973	0.888643	0.889303	0.889941	0.890567	0.891168	0.891756	0.892317	0.892863	0.893380	0.893881	0.894353	0.894807	0.895231	0.895637	0.896012	0.896368	0.896692	0.896998	0.897270	0.897523	0.897743	0.897944	0.898110	0.898257	0.898365	0.898458	0.898512	0.898551	0.898559	
0.884124	0.884081	0.883998	0.883894	0.883756	0.883594	0.883397	0.883177	0.882916	0.882636	0.882321	0.881984	0.881611	0.881221	0.880793	0.880349	0.879873	0.879377	0.878845	0.878301	0.877726	0.877135	0.876516	0.875883	0.875225	0.874553	0.873854	0.873148	0.872416	0.871680	0.870921	0.870159	0.869380	0.868598	0.867802	0.867008	0.866201	0.865402	0.864591	0.863794	0.862988	0.862199	0.861408	0.860636	0.859871	0.859124	0.858390	0.857680	0.856987	0.856322	0.855668	0.855062	0.854448	0.853912	0.853357	0.852898	0.852426	0.852049	0.851679	0.851389	0.851128	0.850933	0.850783	0.850690	0.850652	0.850666	0.850737	0.850862	0.851043	0.851277	0.851565	0.851905	0.852296	0.852735	0.853223	0.853752	0.854329	0.854936	0.855591	0.856268	0.856989	0.857725	0.858495	0.859289	0.860093	0.860945	0.861767	0.862674	0.863504	0.864441	0.865279	0.866205	0.867047	0.867926	0.868763	0.869595	0.870411	0.871217	0.872004	0.872780	0.873531	0.874271	0.874981	0.875678	0.876346	0.876996	0.877614	0.878214	0.878781	0.879329	0.879843	0.880336	0.880793	0.881229	0.881630	0.882009	0.882351	0.882669	0.882952	0.883212	0.883432	0.883632	0.883788	0.883925	0.884017	0.884092	0.884131	0.884148	
0.869742	0.869681	0.869598	0.869469	0.869318	0.869129	0.868914	0.868658	0.868375	0.868048	0.867701	0.867311	0.866900	0.866452	0.865980	0.865468	0.864938	0.864366	0.863778	0.863158	0.862517	0.861839	0.861149	0.860424	0.859687	0.858920	0.858139	0.857333	0.856516	0.855674	0.854827	0.853955	0.853082	0.852188	0.851296	0.850389	0.849484	0.848570	0.847663	0.846749	0.845848	0.844943	0.844057	0.843172	0.842311	0.841455	0.840629	0.839814	0.839033	0.838253	0.837531	0.836793	0.836142	0.835476	0.834901	0.834336	0.833845	0.833393	0.832997	0.832659	0.832371	0.832146	0.831977	0.831866	0.831824	0.831831	0.831917	0.832047	0.832263	0.832514	0.832855	0.833226	0.833688	0.834172	0.834744	0.835335	0.836006	0.836693	0.837447	0.838221	0.839040	0.839887	0.840755	0.841659	0.842567	0.843510	0.844461	0.845419	0.846424	0.847381	0.848432	0.849383	0.850440	0.851388	0.852388	0.853324	0.854255	0.855160	0.856058	0.856928	0.857785	0.858612	0.859423	0.860203	0.860965	0.861691	0.862398	0.863067	0.863715	0.864325	0.864911	0.865459	0.865985	0.866468	0.866929	0.867347	0.867739	0.868091	0.868419	0.868702	0.868959	0.869171	0.869362	0.869500	0.869618	0.869694	0.869748	0.869757	
